recruitment_id,department,job_title,num_applicants,time_to_hire_days,cost_per_hire,source,offer_acceptance_rate
18,HR,Talent Acquisition,159.15129071051572,40.319478768468414,6780.56888518849,Referral,0.7475732874308648
13,Engineering,DevOps Engineer,280.1284830361548,78.91545979701297,6736.768159855501,Recruiter,0.6602412543129107
4,Finance,Payroll Specialist,260.5340204011323,60.19106902368495,507.16,Recruiter,0.6191255066728368
54,Sales,Account Executive,90.83936026913268,59.94339421060717,4162.1777374277735,Recruiter,0.3283041444334457
11,Sales,Sales Associate,239.7064122310596,41.01610310753161,7686.435498319727,Recruiter,1.0
63,Finance,Payroll Specialist,115.7556957203995,61.84147591981201,5194.188502441295,Referral,0.4630901703048797
67,Finance,Financial Analyst,224.37947205013404,65.26826204533546,8964.031463556617,Referral,0.4023299589226408
32,Finance,Payroll Specialist,94.9164396984923,54.587272125101485,1235.1683216545837,LinkedIn,0.798187170401342
38,Finance,Accountant,35.099276800878215,7.0,8294.637687041733,Recruiter,0.7184969687765207
88,Finance,Finance Manager,51.34580294539417,31.64215372730703,4952.981546449975,LinkedIn,0.3905121102614415
21,Marketing,Content Strategist,96.70752992876238,66.86660355929638,9910.97481674068,LinkedIn,0.353600375475375
41,Product,UX Designer,134.4078078504641,33.62092047955346,5812.002555456228,Referral,0.885092982472865
69,Finance,Accountant,50.50423108412326,16.743722945651818,5214.043112961859,Job Portal,0.5299141669017579
100,Sales,Sales Representative,210.76522059233616,17.05491673342186,8532.362574530112,LinkedIn,0.7154181233175977
65,Sales,Business Development Manager,84.83145559106515,51.9205432546984,4388.626215496904,LinkedIn,0.7576002439235875
36,Product,UI Designer,241.94241738317544,7.0,1566.187825340989,Job Portal,0.4995714729366764
74,Product,UX Designer,236.23241266531568,23.114843767169432,6089.231365156442,Recruiter,0.4943727576264721
26,HR,HR Coordinator,165.95202020591668,27.09949794902541,9434.215647746983,Recruiter,0.5198671406099481
13,Sales,Business Development Manager,186.6734810810629,10.51603329399834,6230.812763539204,Referral,0.3
87,HR,HR Manager,10.0,45.56342205218114,3279.9503982285923,LinkedIn,0.9332219072992478
19,Marketing,Marketing Specialist,229.64376711404933,80.73247338513549,6205.754427349722,Referral,0.7361333694368469
57,Marketing,Marketing Specialist,10.0,79.70272139212614,4622.974328185721,LinkedIn,0.4945348770941729
55,HR,HR Coordinator,44.650795186351445,7.058513528957256,6619.399705451054,Job Portal,0.8818103036037032
7,Product,UX Designer,107.06436203122112,55.744112922271135,7638.180686685503,Referral,0.6415996031959789
29,HR,HR Coordinator,153.403373216967,88.79252241876165,8714.687816133792,LinkedIn,0.3638152845913031
46,Engineering,Data Engineer,63.278602102406,50.78638068606119,6022.276541753039,Job Portal,0.6058403998500146
82,Sales,Sales Associate,145.30872566899765,32.92494283203385,2741.569284234111,Job Portal,0.6413731036755289
15,Engineering,DevOps Engineer,68.78753737804999,57.86233948521458,8477.81633102762,LinkedIn,0.7149234747261208
68,Engineering,Backend Developer,58.12198907229889,41.99216136310543,8373.873387601969,Job Portal,0.5077521925343806
60,Sales,Business Development Manager,145.31266212976868,35.47213303266761,2864.563879556535,Recruiter,0.457885136997855
94,HR,HR Coordinator,159.4878634825107,33.955961137100935,4387.652439570842,Referral,0.8730228512152165
39,Finance,Financial Analyst,197.94389133954093,89.0,8881.022006297131,LinkedIn,0.8147586233042527
35,Sales,Sales Representative,121.9804458714604,30.2849834998429,3503.411628512258,Job Portal,0.3
67,Engineering,Software Engineer,178.65295111649107,46.2869704108488,9053.23082406714,LinkedIn,0.50865257071319
27,HR,Talent Acquisition,138.7485958327589,68.4424921129743,3622.031576327433,LinkedIn,0.8064462762852413
30,Finance,Accountant,114.0473568674755,29.21192166237167,6078.2578366630805,Referral,0.580355490267364
98,Finance,Financial Analyst,202.9718185444277,64.11257203470805,2780.341642679286,Referral,0.5076975056242781
85,Sales,Account Executive,119.59948473185564,21.07163877662754,2734.56979415669,Referral,0.5763574372614213
49,Finance,Finance Manager,255.74738219819005,40.035204962821,8595.531374337676,Referral,0.5701827511223408
96,Finance,Accountant,159.5747723134022,7.0,8896.150460216422,LinkedIn,0.7927201017966057
65,Engineering,Data Engineer,132.03444856679434,57.69492830689698,4043.023359109519,Recruiter,0.766993973853581
24,Sales,Account Executive,280.74915753778504,55.888683903907705,9998.91,LinkedIn,0.6603951113275285
56,Marketing,Content Strategist,112.5713925773484,34.58083501102026,6337.7102694968125,Recruiter,0.4332864316867178
43,Marketing,Content Strategist,210.7725561564297,36.07906563106162,4836.68963112094,LinkedIn,0.63694009931321
33,Marketing,SEO Analyst,130.9565211418996,64.5484289472534,1832.1880148044504,Job Portal,0.7724317515644386
90,Finance,Accountant,173.8021004932065,40.12514994924345,6404.995922230271,Referral,0.6308667753674629
54,HR,Talent Acquisition,21.203453626486606,45.1323638298029,4340.565022442472,LinkedIn,0.6409678084090356
96,Engineering,Software Engineer,32.29375639867942,26.10241039839376,9998.91,LinkedIn,0.5214568324141817
55,Marketing,Content Strategist,268.6686063008784,89.0,9220.741156049824,Job Portal,0.821994891158175
69,HR,Talent Acquisition,123.38546214024994,68.48423238422606,1771.1105410654875,Job Portal,0.3
95,Finance,Financial Analyst,83.68109473184131,48.69572220333173,1456.6963606679856,Recruiter,0.762974527248075
29,HR,HR Manager,140.63918477385857,44.55047773064383,5673.070283145001,Recruiter,0.8660673412647976
12,Product,Product Manager,137.5918481366174,42.37635510785112,2633.305880056409,Recruiter,0.7120241183854729
80,Product,Product Manager,157.25147355173266,26.13196882592753,7506.006937795155,Job Portal,0.5657002236712738
65,Product,UX Designer,52.571511444702864,34.6714571612438,507.16,Recruiter,0.6450830410578993
52,HR,HR Coordinator,167.66131128000424,63.862167568498776,1402.2361996896684,LinkedIn,0.7452412149000371
5,Finance,Accountant,299.0,89.0,8524.05087048025,LinkedIn,0.802534038988167
74,Engineering,Backend Developer,146.43154569928075,26.834590558605505,3105.49271418794,Job Portal,0.3
36,Product,Product Analyst,186.97506208163347,35.52983406424265,507.16,Recruiter,0.4192068444005758
64,Marketing,Social Media Manager,152.26757595962604,30.757356522609808,5887.211546089286,Recruiter,0.4721716716088603
44,Product,UX Designer,10.0,24.874340701014567,6917.407862002479,Job Portal,0.546471492283804
68,Product,Product Analyst,118.41527638119987,42.89693628197255,9998.91,LinkedIn,0.8955686991161016
96,Sales,Business Development Manager,10.0,65.95263059921027,1835.4656536006476,LinkedIn,0.7096758656981126
43,Product,UX Designer,276.7395143953727,88.63835656072183,4789.224386809759,LinkedIn,0.4741162669376276
30,Engineering,Data Engineer,221.6437549470152,78.11049667833186,507.16,Referral,0.8091751059744512
83,Marketing,Content Strategist,179.4308439285423,30.127050797327,6786.163935270264,Job Portal,0.8345973611022455
72,Engineering,DevOps Engineer,219.5940815351898,89.0,3287.167154868562,Job Portal,0.4620977070673466
14,Product,UX Designer,262.3563002271573,85.9843370715071,1859.0940366120672,Job Portal,0.5496383607016151
98,Finance,Payroll Specialist,247.7228116375761,49.999686734138045,3775.469994066592,Referral,0.4705150464411454
29,Product,Product Manager,131.41833498703642,64.36092273974059,3983.249685665437,Recruiter,0.7484233892727348
60,Product,Product Manager,177.5178081779941,60.31896324023439,8480.98849369802,LinkedIn,0.4714535903676992
13,Sales,Business Development Manager,270.3694609753292,14.629402918123056,7185.442376514554,LinkedIn,1.0
56,HR,HR Manager,110.76492319977734,11.735108372584392,4327.088765603961,Referral,0.6699571722805703
12,Sales,Business Development Manager,178.04718297813608,48.08078282659669,5748.148145925092,Referral,0.5321842725451512
53,Sales,Business Development Manager,114.44636063404192,19.49416014069913,7041.147666137582,Job Portal,0.6737259083914857
38,Finance,Financial Analyst,146.8370117706624,43.42592331539465,5260.041967731254,Referral,0.8210813978669358
83,HR,Recruitment Specialist,130.45725122284813,53.08983083489759,8920.853511995274,LinkedIn,0.9284994615068184
100,Product,Product Analyst,195.63705357045816,89.0,6583.113132730104,Job Portal,0.7635985504663896
7,Sales,Sales Representative,143.839955671998,41.450231717890446,9481.090575055165,Referral,0.8524798352782377
61,Finance,Payroll Specialist,125.25816174737037,25.060579962643335,1668.3412795863435,Referral,0.898815070352054
32,Marketing,Marketing Specialist,153.59020679511391,48.50472967017564,5392.215463776436,Job Portal,0.6418608182626726
2,Engineering,DevOps Engineer,87.83265864267221,7.0,8449.677100768686,Recruiter,0.9053136390826544
91,Sales,Business Development Manager,122.8795661500049,58.28631368287103,5661.218541493314,LinkedIn,0.7679560928170517
64,Sales,Account Executive,209.02761171536545,52.69285939290064,6190.363426450199,LinkedIn,0.947540921378592
3,Product,Product Analyst,116.85625467493064,47.02391889805802,8603.239423074894,LinkedIn,0.8139138441577523
66,Sales,Account Executive,186.56428903899624,51.90951873632543,9129.56200684445,LinkedIn,0.3
85,Product,Product Analyst,242.38626955074744,44.831421227157406,5805.832079542419,Referral,1.0
96,Finance,Accountant,236.78020138530024,65.52285105001413,7708.053880999109,Recruiter,0.7080578048591922
65,Engineering,Software Engineer,207.8939553208919,61.7248876077425,5519.059263932209,Recruiter,0.5318158214010837
33,Sales,Sales Associate,252.8486984753432,60.15518107747461,507.16,Recruiter,0.5695336025823414
80,Product,Product Manager,66.95991511254076,32.77443614092199,5068.942348452315,Job Portal,0.4779169786640328
22,HR,Recruitment Specialist,240.55563303908872,65.60281738236728,8838.241712655377,Job Portal,0.6242326009892821
98,Finance,Finance Manager,209.48921502663543,27.392712335962297,4518.25937750594,Referral,0.9390047686473868
74,Engineering,DevOps Engineer,223.6345768081448,70.26239024310146,6350.955738105225,Recruiter,0.9470280431508076
41,Product,Product Analyst,242.68556236138676,87.94127979434916,7568.864904490952,Recruiter,0.6373623460338689
79,Product,Product Manager,180.6298058155625,69.93705197071503,6513.32371612938,Job Portal,0.8581569398163963
38,Product,Product Analyst,150.11064166435176,68.08527979177612,3873.585394403745,LinkedIn,0.6060327681806238
64,Marketing,Marketing Specialist,183.18883337598737,26.31621132449324,6225.991042345362,Job Portal,0.7941351992632827
73,Engineering,Data Engineer,156.15733469730532,45.89853624811569,7223.191477189472,Job Portal,0.81412172298492
29,Engineering,Backend Developer,154.32573564219675,53.142968934398894,8285.69572525948,LinkedIn,0.564343884612459
66,HR,HR Coordinator,230.3072977540848,74.00117921639817,4550.83449959326,Job Portal,0.3771098325440252
69,Finance,Accountant,111.13051597731469,68.07054178815994,8699.26921582688,LinkedIn,0.7763856570762742
80,Finance,Payroll Specialist,284.9255442317611,28.98865141224085,4873.333899560149,LinkedIn,0.5602175190831261
4,Sales,Business Development Manager,69.37261540783166,44.60551088507216,5785.248031405381,Job Portal,0.8425907688015408
6,Engineering,DevOps Engineer,144.04210232677116,86.81615807572697,705.5964849953953,LinkedIn,0.5822122759060357
54,Finance,Finance Manager,252.68246580371857,58.35869798342703,6625.529431025276,Recruiter,0.941747026631204
52,HR,Recruitment Specialist,49.67229654503416,31.094863297073505,4552.6970293121485,LinkedIn,0.5085040901157671
89,Sales,Sales Associate,207.57802910585065,63.35298651744896,8633.416453383466,Recruiter,0.8057699079439437
40,HR,Talent Acquisition,73.54164584057887,64.93963844514437,6608.914562179047,Recruiter,0.5089846154785244
50,Finance,Payroll Specialist,10.0,61.4666285878417,5163.523296345138,Job Portal,0.496751098263501
92,HR,HR Coordinator,215.67692898959623,32.20069587779469,5491.764106026025,LinkedIn,0.7494793408683447
91,HR,Recruitment Specialist,122.8496116366652,36.32079272445564,5606.586565046471,Job Portal,0.5574791832004836
4,Sales,Sales Associate,85.27698936702527,35.56702882103566,2879.364011882449,Job Portal,0.3
57,Product,Product Analyst,182.631609832638,18.029514613768555,5772.9209540322445,Recruiter,0.6359489607283246
20,Marketing,Content Strategist,128.8426345918011,26.09832357966653,4138.047075595908,Recruiter,0.7873783453096099
24,Finance,Accountant,94.20477702907304,21.98864788944008,4960.45571936383,Referral,0.6197517401941602
23,Engineering,Software Engineer,190.61718449870185,7.0,5367.3180454193125,Recruiter,0.7496941367671265
24,Finance,Finance Manager,176.33962744333164,37.417698510494304,3923.2584164057566,Referral,0.3464402537218979
51,Finance,Finance Manager,238.4806364169332,75.25067148459141,1947.0668084193144,LinkedIn,1.0
97,HR,HR Coordinator,10.0,60.56653954521738,9298.035700827872,LinkedIn,0.4416138606877038
79,Engineering,Data Engineer,48.77675482835211,89.0,1501.124101429526,Recruiter,0.8724170668186819
32,Sales,Sales Associate,147.7631965064689,72.2174861571523,2740.6741540363864,Referral,1.0
84,Sales,Sales Associate,138.25776387812186,65.79543700184497,7064.995532363302,LinkedIn,0.5168631641224941
18,HR,HR Manager,36.64683645037803,47.39302074416426,5818.353307028152,LinkedIn,0.6124161767571893
37,Finance,Accountant,135.77766017152754,76.54697101836449,507.16,Recruiter,0.725415414226161
33,Engineering,Data Engineer,273.24572826025786,50.030814349304464,8412.034900386412,Recruiter,0.6928527611173777
49,Sales,Account Executive,165.80042083396893,71.02202228113916,6834.651780447543,LinkedIn,0.451496288521286
61,Marketing,Social Media Manager,116.03785511684924,80.83888113319303,5444.464573804449,Referral,0.5251710722103967
3,HR,Talent Acquisition,299.0,29.92136733963813,9998.91,Recruiter,0.7443988813580836
8,Marketing,SEO Analyst,172.55782227272996,56.106268349019565,4662.575564645682,LinkedIn,0.7164576193391687
98,Marketing,SEO Analyst,131.74103142057086,33.98484422057139,9998.91,LinkedIn,0.7927626234572686
33,Engineering,Software Engineer,224.50076314448063,7.0,507.16,Recruiter,0.8126380163824187
68,Engineering,Software Engineer,83.91283098145794,54.02469102455383,4259.89880140642,Job Portal,0.3654679049272196
74,Finance,Finance Manager,285.3300675002971,51.23016867551892,934.9091259078788,Recruiter,0.6698581604570334
64,Sales,Account Executive,129.2532025485377,51.42863798126416,1448.8067961050006,LinkedIn,0.6660400142359234
6,Marketing,Social Media Manager,10.0,36.765694511354994,5129.952172741904,Recruiter,0.3782578340574465
87,HR,HR Coordinator,144.5211447140901,60.16332951769867,5510.732396984584,LinkedIn,0.3
27,HR,Recruitment Specialist,156.61594745602227,22.252392404951365,1410.7596840805795,LinkedIn,0.9002441135209465
30,Engineering,Data Engineer,165.61520395683098,7.0,9998.91,Recruiter,0.736749439576338
23,Engineering,Backend Developer,202.84032496454287,60.20888625639204,4864.000318860437,Referral,0.6678004074285905
59,Marketing,Marketing Specialist,242.2130358834357,51.2645331285836,5609.868375457304,Referral,0.432776500758404
7,HR,Talent Acquisition,87.01544410817236,69.55505753535274,5080.777500876293,Referral,0.69431336463861
67,HR,HR Manager,145.95744763583622,14.162060133557487,5055.1086283664445,Recruiter,0.6154230756802023
67,Sales,Account Executive,246.21648153877447,42.067254154759055,4152.1312352679,Recruiter,0.5112604696065973
51,Finance,Financial Analyst,228.2921976880372,7.0,5264.272280485352,LinkedIn,0.5095998262134112
1,Sales,Sales Associate,135.63169021395854,20.10863587813297,3554.567626312629,LinkedIn,0.5819331360890083
40,Engineering,Software Engineer,177.06447486077096,78.32425073443265,4370.476911748532,LinkedIn,0.3201230667267274
55,HR,Talent Acquisition,195.78483021914695,89.0,3676.416634487743,Referral,1.0
48,Finance,Accountant,166.98146543305774,29.019181726339717,6349.812270676444,Recruiter,0.8483995906746553
12,HR,HR Manager,224.01565441481995,17.87841830494341,8267.967414606812,Referral,0.5327731283948054
78,Sales,Account Executive,270.70906782679793,27.404953335187475,9354.771576351612,Referral,0.909596372769339
85,Product,Product Manager,174.94295664023934,35.59218635036841,4213.509962985499,Recruiter,0.4012669419197808
99,HR,Recruitment Specialist,231.9488653358107,38.33262344812904,507.16,LinkedIn,0.7678872341814259
71,Product,UI Designer,44.11849221930805,68.7476074633955,2927.7106663798986,Job Portal,0.7338470636338358
37,Marketing,Social Media Manager,211.06864089780595,43.08973831133109,5228.746391006644,LinkedIn,0.5144519120658122
1,Sales,Sales Representative,166.7551772160284,89.0,4691.973804028343,Referral,0.5212001603174123
96,Finance,Payroll Specialist,40.72115185997194,81.19709790873394,4562.360369969853,LinkedIn,0.7788492323352958
87,HR,HR Coordinator,135.25364475964807,79.821049174694,3206.3719004176423,Job Portal,0.3
53,Marketing,Marketing Specialist,66.91676089265309,39.84539784070286,1876.158589465584,LinkedIn,0.5334192929212191
